date,state,district,pincode,age_0_5,age_5_17,age_18_greater
22-09-2025,Maharashtra,Mumbai Suburban,400067,1,0,0
22-09-2025,Maharashtra,Mumbai Suburban,400071,2,0,0
22-09-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
22-09-2025,Maharashtra,Mumbai Suburban,400084,1,0,0
22-09-2025,Maharashtra,Mumbai Suburban,400095,1,1,0
21-09-2025,Maharashtra,Mumbai Suburban,400064,1,0,0
21-09-2025,Maharashtra,Mumbai Suburban,400072,2,0,0
21-09-2025,Maharashtra,Mumbai Suburban,400099,1,0,0
25-09-2025,Maharashtra,Mumbai Suburban,400051,8,0,0
25-09-2025,Maharashtra,Mumbai Suburban,400074,2,0,0
25-09-2025,Maharashtra,Mumbai Suburban,400075,2,0,0
25-09-2025,Maharashtra,Mumbai Suburban,400086,10,0,1
23-09-2025,Maharashtra,Mumbai Suburban,400053,1,1,0
23-09-2025,Maharashtra,Mumbai Suburban,400059,3,1,0
23-09-2025,Maharashtra,Mumbai Suburban,400063,1,0,0
23-09-2025,Maharashtra,Mumbai Suburban,400070,4,3,0
23-09-2025,Maharashtra,Mumbai Suburban,400087,0,1,0
23-09-2025,Maharashtra,Mumbai Suburban,400091,1,1,0
23-09-2025,Maharashtra,Mumbai Suburban,400092,1,0,0
23-09-2025,Maharashtra,Mumbai Suburban,400097,4,3,0
24-09-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
24-09-2025,Maharashtra,Mumbai Suburban,400042,2,0,0
24-09-2025,Maharashtra,Mumbai Suburban,400104,6,0,0
29-09-2025,Maharashtra,Mumbai Suburban,400043,0,2,0
29-09-2025,Maharashtra,Mumbai Suburban,400074,0,3,0
29-09-2025,Maharashtra,Mumbai Suburban,400084,1,0,0
29-09-2025,Maharashtra,Mumbai Suburban,400095,0,1,0
27-09-2025,Maharashtra,Mumbai Suburban,400092,4,1,0
26-09-2025,Maharashtra,Mumbai Suburban,400055,2,1,0
26-09-2025,Maharashtra,Mumbai Suburban,400058,2,2,0
26-09-2025,Maharashtra,Mumbai Suburban,400064,3,0,0
26-09-2025,Maharashtra,Mumbai Suburban,400065,2,0,0
26-09-2025,Maharashtra,Mumbai Suburban,400066,1,0,0
26-09-2025,Maharashtra,Mumbai Suburban,400071,1,0,0
26-09-2025,Maharashtra,Mumbai Suburban,400074,1,0,0
26-09-2025,Maharashtra,Mumbai Suburban,400083,1,1,0
26-09-2025,Maharashtra,Mumbai Suburban,400102,1,0,0
26-10-2025,Maharashtra,Mumbai Suburban,400051,1,1,0
26-10-2025,Maharashtra,Mumbai Suburban,400070,2,1,0
26-10-2025,Maharashtra,Mumbai Suburban,400080,2,1,0
26-10-2025,Maharashtra,Mumbai Suburban,400089,0,1,0
26-10-2025,Maharashtra,Mumbai Suburban,400095,1,1,0
26-10-2025,Maharashtra,Mumbai Suburban,400097,0,2,0
26-10-2025,Maharashtra,Mumbai Suburban,400104,1,1,0
15-10-2025,Maharashtra,Mumbai Suburban,400053,1,1,0
15-10-2025,Maharashtra,Mumbai Suburban,400064,5,0,0
15-10-2025,Maharashtra,Mumbai Suburban,400067,4,1,0
15-10-2025,Maharashtra,Mumbai Suburban,400069,2,0,0
15-10-2025,Maharashtra,Mumbai Suburban,400072,5,3,0
15-10-2025,Maharashtra,Mumbai Suburban,400074,1,0,0
15-10-2025,Maharashtra,Mumbai Suburban,400080,0,1,0
15-10-2025,Maharashtra,Mumbai Suburban,400093,1,0,0
15-10-2025,Maharashtra,Mumbai Suburban,400095,4,1,0
13-10-2025,Maharashtra,Mumbai Suburban,400055,3,1,0
13-10-2025,Maharashtra,Mumbai Suburban,400063,4,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400072,12,2,1
13-10-2025,Maharashtra,Mumbai Suburban,400074,2,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400077,1,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400080,4,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400093,6,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400094,1,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400095,4,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400099,2,0,0
13-10-2025,Maharashtra,Mumbai Suburban,400101,6,2,0
13-10-2025,Maharashtra,Mumbai Suburban,400102,3,7,0
16-10-2025,Maharashtra,Mumbai Suburban,400051,2,0,0
16-10-2025,Maharashtra,Mumbai Suburban,400061,1,1,0
16-10-2025,Maharashtra,Mumbai Suburban,400074,2,0,0
16-10-2025,Maharashtra,Mumbai Suburban,400092,1,0,0
16-10-2025,Maharashtra,Mumbai Suburban,400104,2,0,0
17-10-2025,Maharashtra,Mumbai Suburban,400043,13,2,1
17-10-2025,Maharashtra,Mumbai Suburban,400052,2,0,0
17-10-2025,Maharashtra,Mumbai Suburban,400058,4,1,0
17-10-2025,Maharashtra,Mumbai Suburban,400063,3,0,0
17-10-2025,Maharashtra,Mumbai Suburban,400071,3,1,1
17-10-2025,Maharashtra,Mumbai Suburban,400074,8,2,0
17-10-2025,Maharashtra,Mumbai Suburban,400077,4,0,0
17-10-2025,Maharashtra,Mumbai Suburban,400099,1,1,0
19-10-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
19-10-2025,Maharashtra,Mumbai Suburban,400029,1,0,0
19-10-2025,Maharashtra,Mumbai Suburban,400055,1,2,0
19-10-2025,Maharashtra,Mumbai Suburban,400057,2,0,0
19-10-2025,Maharashtra,Mumbai Suburban,400069,1,0,0
19-10-2025,Maharashtra,Mumbai Suburban,400083,7,0,0
19-10-2025,Maharashtra,Mumbai Suburban,400088,5,0,0
19-10-2025,Maharashtra,Mumbai Suburban,400089,1,0,0
19-10-2025,Maharashtra,Mumbai Suburban,400101,8,2,1
19-10-2025,Maharashtra,Mumbai Suburban,400104,2,0,0
18-10-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
18-10-2025,Maharashtra,Mumbai Suburban,400060,1,1,0
18-10-2025,Maharashtra,Mumbai Suburban,400072,9,2,0
18-10-2025,Maharashtra,Mumbai Suburban,400081,0,1,0
18-10-2025,Maharashtra,Mumbai Suburban,400083,5,0,0
18-10-2025,Maharashtra,Mumbai Suburban,400084,2,0,0
18-10-2025,Maharashtra,Mumbai Suburban,400086,0,2,0
18-10-2025,Maharashtra,Mumbai Suburban,400092,4,1,0
18-10-2025,Maharashtra,Mumbai Suburban,400104,3,0,0
20-10-2025,Maharashtra,Mumbai Suburban,400058,2,1,0
20-10-2025,Maharashtra,Mumbai Suburban,400072,1,0,0
24-10-2025,Maharashtra,Mumbai Suburban,400095,1,0,0
25-10-2025,Maharashtra,Mumbai Suburban,400024,0,1,0
25-10-2025,Maharashtra,Mumbai Suburban,400043,6,0,0
25-10-2025,Maharashtra,Mumbai Suburban,400063,2,1,0
25-10-2025,Maharashtra,Mumbai Suburban,400072,4,1,0
25-10-2025,Maharashtra,Mumbai Suburban,400085,1,0,0
25-10-2025,Maharashtra,Mumbai Suburban,400088,2,0,0
25-10-2025,Maharashtra,Mumbai Suburban,400101,1,0,0
27-10-2025,Maharashtra,Mumbai Suburban,400053,1,0,0
27-10-2025,Maharashtra,Mumbai Suburban,400069,0,1,0
27-10-2025,Maharashtra,Mumbai Suburban,400072,1,0,0
27-10-2025,Maharashtra,Mumbai Suburban,400083,3,0,0
27-10-2025,Maharashtra,Mumbai Suburban,400092,3,0,0
27-10-2025,Maharashtra,Mumbai Suburban,400095,2,0,0
28-10-2025,Maharashtra,Mumbai Suburban,400042,2,0,0
28-10-2025,Maharashtra,Mumbai Suburban,400055,3,0,0
28-10-2025,Maharashtra,Mumbai Suburban,400072,2,1,0
28-10-2025,Maharashtra,Mumbai Suburban,400078,3,0,0
28-10-2025,Maharashtra,Mumbai Suburban,400080,3,0,0
28-10-2025,Maharashtra,Mumbai Suburban,400087,1,0,0
28-10-2025,Maharashtra,Mumbai Suburban,400088,1,0,0
05-11-2025,Maharashtra,Mumbai Suburban,400042,1,2,0
05-11-2025,Maharashtra,Mumbai Suburban,400049,1,1,0
05-11-2025,Maharashtra,Mumbai Suburban,400050,2,0,0
05-11-2025,Maharashtra,Mumbai Suburban,400060,3,0,0
05-11-2025,Maharashtra,Mumbai Suburban,400063,3,1,0
05-11-2025,Maharashtra,Mumbai Suburban,400067,6,6,0
05-11-2025,Maharashtra,Mumbai Suburban,400070,10,1,0
05-11-2025,Maharashtra,Mumbai Suburban,400071,2,0,0
05-11-2025,Maharashtra,Mumbai Suburban,400080,6,2,0
03-11-2025,Maharashtra,Mumbai Suburban,400042,2,0,0
03-11-2025,Maharashtra,Mumbai Suburban,400043,6,3,0
03-11-2025,Maharashtra,Mumbai Suburban,400055,2,0,0
03-11-2025,Maharashtra,Mumbai Suburban,400059,1,0,0
03-11-2025,Maharashtra,Mumbai Suburban,400063,1,0,0
03-11-2025,Maharashtra,Mumbai Suburban,400064,0,1,0
03-11-2025,Maharashtra,Mumbai Suburban,400079,0,1,0
03-11-2025,Maharashtra,Mumbai Suburban,400095,1,1,0
07-11-2025,Maharashtra,Mumbai Suburban,400043,11,3,0
07-11-2025,Maharashtra,Mumbai Suburban,400052,3,1,0
07-11-2025,Maharashtra,Mumbai Suburban,400069,1,0,0
07-11-2025,Maharashtra,Mumbai Suburban,400081,1,0,0
07-11-2025,Maharashtra,Mumbai Suburban,400095,6,2,0
07-11-2025,Maharashtra,Mumbai Suburban,400097,3,0,0
07-11-2025,Maharashtra,Mumbai Suburban,400102,2,0,0
07-11-2025,Maharashtra,Mumbai Suburban,400104,2,1,0
06-11-2025,Maharashtra,Mumbai Suburban,400043,3,3,0
06-11-2025,Maharashtra,Mumbai Suburban,400055,3,2,0
06-11-2025,Maharashtra,Mumbai Suburban,400064,1,0,1
06-11-2025,Maharashtra,Mumbai Suburban,400067,2,0,3
06-11-2025,Maharashtra,Mumbai Suburban,400069,0,1,0
06-11-2025,Maharashtra,Mumbai Suburban,400072,5,0,0
06-11-2025,Maharashtra,Mumbai Suburban,400075,1,0,0
06-11-2025,Maharashtra,Mumbai Suburban,400092,1,0,3
06-11-2025,Maharashtra,Mumbai Suburban,400097,4,1,2
06-11-2025,Maharashtra,Mumbai Suburban,400104,1,1,0
08-11-2025,Maharashtra,Mumbai Suburban,400024,2,0,0
08-11-2025,Maharashtra,Mumbai Suburban,400065,1,0,0
08-11-2025,Maharashtra,Mumbai Suburban,400068,4,0,0
08-11-2025,Maharashtra,Mumbai Suburban,400070,7,1,0
08-11-2025,Maharashtra,Mumbai Suburban,400077,1,0,0
08-11-2025,Maharashtra,Mumbai Suburban,400080,2,1,0
08-11-2025,Maharashtra,Mumbai Suburban,400081,1,0,0
08-11-2025,Maharashtra,Mumbai Suburban,400082,0,1,0
08-11-2025,Maharashtra,Mumbai Suburban,400091,0,1,0
08-11-2025,Maharashtra,Mumbai Suburban,400092,1,0,0
08-11-2025,Maharashtra,Mumbai Suburban,400099,0,1,0
09-11-2025,Maharashtra,Mumbai Suburban,400070,7,1,0
09-11-2025,Maharashtra,Mumbai Suburban,400074,5,0,0
09-11-2025,Maharashtra,Mumbai Suburban,400083,2,0,0
09-11-2025,Maharashtra,Mumbai Suburban,400086,2,0,0
09-11-2025,Maharashtra,Mumbai Suburban,400088,3,0,0
09-11-2025,Maharashtra,Mumbai Suburban,400098,2,0,0
09-11-2025,Maharashtra,Mumbai Suburban,400102,7,2,0
13-11-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
13-11-2025,Maharashtra,Mumbai Suburban,400051,1,1,0
13-11-2025,Maharashtra,Mumbai Suburban,400055,1,0,0
13-11-2025,Maharashtra,Mumbai Suburban,400056,1,0,0
13-11-2025,Maharashtra,Mumbai Suburban,400067,1,2,0
13-11-2025,Maharashtra,Mumbai Suburban,400075,2,0,0
13-11-2025,Maharashtra,Mumbai Suburban,400079,1,0,0
13-11-2025,Maharashtra,Mumbai Suburban,400080,1,1,0
13-11-2025,Maharashtra,Mumbai Suburban,400083,0,1,0
13-11-2025,Maharashtra,Mumbai Suburban,400086,2,0,1
13-11-2025,Maharashtra,Mumbai Suburban,400093,2,1,0
13-11-2025,Maharashtra,Mumbai Suburban,400101,0,1,0
12-11-2025,Maharashtra,Mumbai Suburban,400066,1,0,0
12-11-2025,Maharashtra,Mumbai Suburban,400072,3,1,0
12-11-2025,Maharashtra,Mumbai Suburban,400078,3,2,0
12-11-2025,Maharashtra,Mumbai Suburban,400082,1,0,0
12-11-2025,Maharashtra,Mumbai Suburban,400104,5,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400042,0,1,0
16-11-2025,Maharashtra,Mumbai Suburban,400049,1,1,0
16-11-2025,Maharashtra,Mumbai Suburban,400052,0,2,1
16-11-2025,Maharashtra,Mumbai Suburban,400056,2,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400079,1,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400081,2,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400088,0,1,0
16-11-2025,Maharashtra,Mumbai Suburban,400091,1,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400092,1,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400097,11,0,0
16-11-2025,Maharashtra,Mumbai Suburban,400099,3,0,0
17-11-2025,Maharashtra,Mumbai Suburban,400043,6,0,0
17-11-2025,Maharashtra,Mumbai Suburban,400050,0,1,0
17-11-2025,Maharashtra,Mumbai Suburban,400054,2,0,0
17-11-2025,Maharashtra,Mumbai Suburban,400058,2,0,0
17-11-2025,Maharashtra,Mumbai Suburban,400077,1,0,0
17-11-2025,Maharashtra,Mumbai Suburban,400079,0,0,1
17-11-2025,Maharashtra,Mumbai Suburban,400084,1,0,0
17-11-2025,Maharashtra,Mumbai Suburban,400095,0,2,0
17-11-2025,Maharashtra,Mumbai Suburban,400101,0,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400024,1,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400043,43,7,0
15-12-2025,Maharashtra,Mumbai Suburban,400056,2,0,0
15-12-2025,Maharashtra,Mumbai Suburban,400057,0,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400065,4,1,0
15-12-2025,Maharashtra,Mumbai Suburban,400067,4,8,0
15-12-2025,Maharashtra,Mumbai Suburban,400069,3,0,0
15-12-2025,Maharashtra,Mumbai Suburban,400072,13,0,1
15-12-2025,Maharashtra,Mumbai Suburban,400092,6,0,0
15-12-2025,Maharashtra,Mumbai Suburban,400097,13,6,0
15-12-2025,Maharashtra,Mumbai Suburban,400099,3,0,0
15-12-2025,Maharashtra,Mumbai Suburban,400101,15,2,0
25-11-2025,Maharashtra,Mumbai Suburban,400050,1,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400063,1,1,0
25-11-2025,Maharashtra,Mumbai Suburban,400067,11,2,0
25-11-2025,Maharashtra,Mumbai Suburban,400071,2,2,0
25-11-2025,Maharashtra,Mumbai Suburban,400078,11,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400079,4,0,0
25-11-2025,Maharashtra,Mumbai Suburban,400087,0,0,1
25-11-2025,Maharashtra,Mumbai Suburban,400088,5,1,0
25-11-2025,Maharashtra,Mumbai Suburban,400095,7,1,0
30-10-2025,Maharashtra,Mumbai Suburban,400042,1,0,0
30-10-2025,Maharashtra,Mumbai Suburban,400058,6,1,0
30-10-2025,Maharashtra,Mumbai Suburban,400061,3,0,0
30-10-2025,Maharashtra,Mumbai Suburban,400068,5,2,0
30-10-2025,Maharashtra,Mumbai Suburban,400074,9,1,0
30-10-2025,Maharashtra,Mumbai Suburban,400098,4,0,0
30-10-2025,Maharashtra,Mumbai Suburban,400101,10,2,0
30-10-2025,Maharashtra,Mumbai Suburban,400104,15,1,0
31-10-2025,Maharashtra,Mumbai Suburban,400043,10,6,0
31-10-2025,Maharashtra,Mumbai Suburban,400049,1,1,0
31-10-2025,Maharashtra,Mumbai Suburban,400058,3,1,0
31-10-2025,Maharashtra,Mumbai Suburban,400064,4,0,0
31-10-2025,Maharashtra,Mumbai Suburban,400070,6,1,0
31-10-2025,Maharashtra,Mumbai Suburban,400078,3,1,0
31-10-2025,Maharashtra,Mumbai Suburban,400093,1,0,0
31-10-2025,Maharashtra,Mumbai Suburban,400098,0,1,0
31-10-2025,Maharashtra,Mumbai Suburban,400099,2,0,0
31-10-2025,Maharashtra,Mumbai Suburban,400102,1,2,0
29-10-2025,Maharashtra,Mumbai Suburban,400043,1,2,0
29-10-2025,Maharashtra,Mumbai Suburban,400053,2,0,1
29-10-2025,Maharashtra,Mumbai Suburban,400069,1,0,0
29-10-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
29-10-2025,Maharashtra,Mumbai Suburban,400095,0,2,0
29-10-2025,Maharashtra,Mumbai Suburban,400101,3,2,0
01-11-2025,Maharashtra,Mumbai Suburban,400056,3,0,0
01-11-2025,Maharashtra,Mumbai Suburban,400063,1,0,0
01-11-2025,Maharashtra,Mumbai Suburban,400064,1,0,0
01-11-2025,Maharashtra,Mumbai Suburban,400075,1,0,0
01-11-2025,Maharashtra,Mumbai Suburban,400077,1,0,0
01-11-2025,Maharashtra,Mumbai Suburban,400089,2,0,0
01-11-2025,Maharashtra,Mumbai Suburban,400091,1,0,0
02-11-2025,Maharashtra,Mumbai Suburban,400024,3,0,0
02-11-2025,Maharashtra,Mumbai Suburban,400051,5,2,0
02-11-2025,Maharashtra,Mumbai Suburban,400053,2,1,0
02-11-2025,Maharashtra,Mumbai Suburban,400057,1,0,0
02-11-2025,Maharashtra,Mumbai Suburban,400059,0,1,0
02-11-2025,Maharashtra,Mumbai Suburban,400063,6,1,0
02-11-2025,Maharashtra,Mumbai Suburban,400064,4,0,0
02-11-2025,Maharashtra,Mumbai Suburban,400067,8,2,0
02-11-2025,Maharashtra,Mumbai Suburban,400072,11,6,0
02-11-2025,Maharashtra,Mumbai Suburban,400074,8,2,0
02-11-2025,Maharashtra,Mumbai Suburban,400078,11,3,0
02-11-2025,Maharashtra,Mumbai Suburban,400079,4,0,0
02-11-2025,Maharashtra,Mumbai Suburban,400082,0,1,0
02-11-2025,Maharashtra,Mumbai Suburban,400093,4,1,0
02-11-2025,Maharashtra,Mumbai Suburban,400102,3,1,0
10-11-2025,Maharashtra,Mumbai Suburban,400042,4,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400043,12,1,0
10-11-2025,Maharashtra,Mumbai Suburban,400053,2,3,0
10-11-2025,Maharashtra,Mumbai Suburban,400058,2,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400061,1,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400064,1,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400066,4,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400074,3,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400076,2,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400077,2,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400099,3,0,0
10-11-2025,Maharashtra,Mumbai Suburban,400103,2,1,0
11-11-2025,Maharashtra,Mumbai Suburban,400054,1,0,0
11-11-2025,Maharashtra,Mumbai Suburban,400059,1,1,1
11-11-2025,Maharashtra,Mumbai Suburban,400067,1,2,0
11-11-2025,Maharashtra,Mumbai Suburban,400070,6,2,1
11-11-2025,Maharashtra,Mumbai Suburban,400072,2,2,0
11-11-2025,Maharashtra,Mumbai Suburban,400081,1,0,0
11-11-2025,Maharashtra,Mumbai Suburban,400086,3,1,0
11-11-2025,Maharashtra,Mumbai Suburban,400102,3,0,1
11-11-2025,Maharashtra,Mumbai Suburban,400104,2,0,0
14-11-2025,Maharashtra,Mumbai Suburban,400063,3,0,0
14-11-2025,Maharashtra,Mumbai Suburban,400067,2,1,0
14-11-2025,Maharashtra,Mumbai Suburban,400069,1,1,0
14-11-2025,Maharashtra,Mumbai Suburban,400072,4,2,0
14-11-2025,Maharashtra,Mumbai Suburban,400078,3,0,0
14-11-2025,Maharashtra,Mumbai Suburban,400081,1,0,0
14-11-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
14-11-2025,Maharashtra,Mumbai Suburban,400093,4,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400053,2,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400055,3,2,0
15-11-2025,Maharashtra,Mumbai Suburban,400056,3,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400057,2,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400066,10,1,0
15-11-2025,Maharashtra,Mumbai Suburban,400067,16,3,0
15-11-2025,Maharashtra,Mumbai Suburban,400079,2,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400083,4,1,0
15-11-2025,Maharashtra,Mumbai Suburban,400088,7,4,1
15-11-2025,Maharashtra,Mumbai Suburban,400089,2,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400093,2,0,0
15-11-2025,Maharashtra,Mumbai Suburban,400095,21,2,0
15-11-2025,Maharashtra,Mumbai Suburban,400101,7,4,0
15-11-2025,Maharashtra,Mumbai Suburban,400102,4,2,0
19-11-2025,Maharashtra,Mumbai Suburban,400029,1,0,1
19-11-2025,Maharashtra,Mumbai Suburban,400057,0,1,0
19-11-2025,Maharashtra,Mumbai Suburban,400061,1,0,2
19-11-2025,Maharashtra,Mumbai Suburban,400072,15,3,2
19-11-2025,Maharashtra,Mumbai Suburban,400095,8,2,6
19-11-2025,Maharashtra,Mumbai Suburban,400098,0,0,1
19-11-2025,Maharashtra,Mumbai Suburban,400102,1,1,0
18-11-2025,Maharashtra,Mumbai Suburban,400049,3,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400057,2,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400063,3,0,1
18-11-2025,Maharashtra,Mumbai Suburban,400071,3,2,0
18-11-2025,Maharashtra,Mumbai Suburban,400074,4,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400076,2,1,0
18-11-2025,Maharashtra,Mumbai Suburban,400083,5,0,0
18-11-2025,Maharashtra,Mumbai Suburban,400092,2,2,0
18-11-2025,Maharashtra,Mumbai Suburban,400095,7,4,0
18-11-2025,Maharashtra,Mumbai Suburban,400098,0,1,0
18-11-2025,Maharashtra,Mumbai Suburban,400103,5,1,0
18-11-2025,Maharashtra,Mumbai Suburban,400104,7,1,1
21-12-2025,Maharashtra,Mumbai Suburban,400024,1,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400051,3,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400052,1,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400055,2,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400070,2,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400075,2,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
21-12-2025,Maharashtra,Mumbai Suburban,400088,3,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400042,6,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400061,5,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400063,3,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400064,5,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400069,3,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400070,26,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400072,20,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400074,9,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400075,6,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400078,10,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400080,2,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400081,4,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400088,8,0,0
22-12-2025,Maharashtra,Mumbai Suburban,400095,5,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400042,1,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400043,24,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400058,1,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400070,9,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400074,1,0,0
23-12-2025,Maharashtra,Mumbai Suburban,400083,2,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400055,1,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400059,2,0,1
24-12-2025,Maharashtra,Mumbai Suburban,400060,2,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400097,4,0,0
24-12-2025,Maharashtra,Mumbai Suburban,400101,5,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400055,2,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400067,1,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400071,2,2,0
25-12-2025,Maharashtra,Mumbai Suburban,400078,3,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400093,1,0,0
25-12-2025,Maharashtra,Mumbai Suburban,400099,2,1,0
25-12-2025,Maharashtra,Mumbai Suburban,400103,1,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400059,2,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400066,2,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400088,2,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400093,4,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400097,6,0,0
26-12-2025,Maharashtra,Mumbai Suburban,400103,4,0,0
27-12-2025,Maharashtra,Mumbai Suburban,400050,0,0,1
27-12-2025,Maharashtra,Mumbai Suburban,400053,2,1,0
27-12-2025,Maharashtra,Mumbai Suburban,400054,0,1,0
27-12-2025,Maharashtra,Mumbai Suburban,400055,2,0,0
27-12-2025,Maharashtra,Mumbai Suburban,400066,3,0,0
27-12-2025,Maharashtra,Mumbai Suburban,400067,3,0,0
27-12-2025,Maharashtra,Mumbai Suburban,400072,2,1,0
27-12-2025,Maharashtra,Mumbai Suburban,400092,1,1,0
29-12-2025,Maharashtra,Mumbai Suburban,400024,2,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400043,3,3,0
29-12-2025,Maharashtra,Mumbai Suburban,400064,3,0,2
29-12-2025,Maharashtra,Mumbai Suburban,400066,1,0,0
29-12-2025,Maharashtra,Mumbai Suburban,400084,2,1,0
28-12-2025,Maharashtra,Mumbai Suburban,400052,1,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400053,1,2,0
28-12-2025,Maharashtra,Mumbai Suburban,400059,1,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400065,3,1,0
28-12-2025,Maharashtra,Mumbai Suburban,400067,4,3,0
28-12-2025,Maharashtra,Mumbai Suburban,400074,2,1,0
28-12-2025,Maharashtra,Mumbai Suburban,400075,3,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400083,1,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400086,2,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400088,2,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400092,2,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400097,4,0,0
28-12-2025,Maharashtra,Mumbai Suburban,400098,1,1,0
31-12-2025,Maharashtra,Mumbai Suburban,400029,1,1,0
31-12-2025,Maharashtra,Mumbai Suburban,400067,10,8,1
31-12-2025,Maharashtra,Mumbai Suburban,400071,10,2,1
31-12-2025,Maharashtra,Mumbai Suburban,400080,2,3,0
31-12-2025,Maharashtra,Mumbai Suburban,400081,1,1,0
31-12-2025,Maharashtra,Mumbai Suburban,400089,1,1,0
02-01-2026,Maharashtra,Mumbai Suburban,400042,2,0,0
02-01-2026,Maharashtra,Mumbai Suburban,400055,4,0,0
02-01-2026,Maharashtra,Mumbai Suburban,400059,4,2,0
02-01-2026,Maharashtra,Mumbai Suburban,400061,1,0,0
02-01-2026,Maharashtra,Mumbai Suburban,400064,1,0,0
